Date,Monthly_Total
2013-01-31 00:00:00,359.87200927734375
2013-02-28 00:00:00,381.62200927734375
2013-03-31 00:00:00,479.6839904785156
2013-04-30 00:00:00,362.5880126953125
2013-05-31 00:00:00,303.8940124511719
2013-06-30 00:00:00,299.9309997558594
2013-07-31 00:00:00,271.1510009765625
2013-08-31 00:00:00,269.8909912109375
2013-09-30 00:00:00,321.5119934082031
2013-10-31 00:00:00,378.1709899902344
2013-11-30 00:00:00,409.86199951171875
2013-12-31 00:00:00,376.4700012207031
